รหัสการสั่งซื้อ,สถานะการสั่งซื้อ,เลขที่คำสั่งซื้อ,เวลาที่สั่งซื้อ,เวลาที่สั่งซื้อสำเร็จ,เวลาคลิก,ชื่อร้านค้า,ID ร้านค้า,ประเภทของร้านค้า,รหัสรายการสินค้า,ชื่อรายการสินค้า,เลขที่ โมเดล,ประเภทสินค้า,เลขที่โปรโมชั่น,L1 หมวดหมู่สากล,L2 หมวดหมู่สากล,L3 หมวดหมู่สากล,ราคา(฿),จำนวน,ประเภทข้อเสนอ,พาร์ทเนอร์ในแคมเปญ,มูลค่าซื้อ(฿),จำนวนเงินคืน(฿),อัตราคอมมิชชั่นช้อปปี้ของสินค้า,ค่าคอมมิชชั่นของช้อปปี้ต่อชิ้น(฿),อัตราคอมมิชชั่นร้านค้าของสินค้า,ค่าคอมมิชชั่นของแบรนด์์ต่อชิ้น(฿),คอมมิชชั่นสินค้าโดยรวม(฿),คอมมิชชั่นคำสั่งซื้อจาก Shopee(฿),คอมมิชชั่นคำสั่งซื้อจากผู้ขาย(฿),คอมมิชชั่นคำสั่งซื้อโดยรวม(฿),ชื่อ MCN ที่ผูกไว้,รหัสสัญญา MCN,อัตราค่าบริการ MCN,ค่าบริการ MCN(฿),อัตราค่าคอมมิชชั่นของพาร์ทเนอร์ตามข้อตกลง,ค่าคอมมิชชั่นสุทธิ(฿),สถานะสินค้า Affiliate,หมายเหตุสินค้า,ประเภทการแจกจ่าย,สถานะของผู้ซื้อ,Sub_id1,Sub_id2,Sub_id3,Sub_id4,Sub_id5,ช่องทาง
2509091D6EUS30,รอดำเนินการ,211048535297994,2025-09-08 23:35:35,,2025-09-08 06:18:36,iFashion Case,288260638,Preferred(Non-CB),44158440288,เคสโทรศัพท์ For iPhone 13 11 16 pro max Case iPhone 11 15 pro max 14 12 13 pro max Magnetic ตัวยึดเลนส์แบบมองไม่เห็น,224351230823,Normal Product,0_362888846328089_1,มือถือและอุปกรณ์เสริม,อุปกรณ์เสริม,เคสมือถือและแท็บเล็ต,32.96969,1,คอมมิชชั่นจากร้านค้า,,32.96969,,1.50%,0.49454,15.00%,0,0.49454,0.95999,0,0.95999,,0,0.00%,0,100.00%,0.95999,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m01KFdika0520,,Facebook
2509091D6EUS30,รอดำเนินการ,211048535297994,2025-09-08 23:35:35,,2025-09-08 06:18:36,iFashion Case,288260638,Preferred(Non-CB),44158440288,เคสโทรศัพท์ For iPhone 13 11 16 pro max Case iPhone 11 15 pro max 14 12 13 pro max Magnetic ตัวยึดเลนส์แบบมองไม่เห็น,224351230855,Normal Product,0_362888846328089_1,มือถือและอุปกรณ์เสริม,อุปกรณ์เสริม,เคสมือถือและแท็บเล็ต,31.0303,1,คอมมิชชั่นจากร้านค้า,,31.0303,,1.50%,0.46545,15.00%,0,0.46545,0,0,0,,0,0.00%,0,100.00%,0,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m01KFdika0520,,Facebook
2509091D693Y91,รอดำเนินการ,211048529274317,2025-09-08 23:35:29,,2025-09-08 13:19:48,รองเท้า.th,126792025,Preferred(CB),18479240547,Tikp รองเท้าแตะลําลอง ระบายอากาศ กันลื่น แฟชั่นสําหรับผู้ชาย ไซซ์ 39-45 0427,177627023547,Normal Product,,รองเท้าผู้ชาย,รองเท้าแตะ,รองเท้าแตะแบบสวม,255,1,คอมมิชชั่นจากร้านค้า,,226,,1.75%,3.955,12.00%,27.12,31.075,3.955,27.12,31.075,,0,0.00%,0,100.00%,31.075,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,สั่งซื้อในร้านค้าเดียวกัน,ที่มีอยู่,2599adboostco,paris,mng,m01Tik0803,,Facebook
2509091D658TBS,รอดำเนินการ,211048525246803,2025-09-08 23:35:25,,2025-09-08 15:54:13,techItem,298961723,Preferred(Non-CB),5761405704,✅ไส้กรอง PP✅ ตรงรุ่นสำหรับ Sediment Filter (Water Filter) ขนาด 11 CM,71949956427,Normal Product,,เครื่องใช้ไฟฟ้าภายในบ้าน,เครื่องใช้ไฟฟ้าในครัว,เครื่องกรองน้ำ ตู้กดน้ำ,45,5,คอมมิชชั่นจากร้านค้า,,180,,1.50%,2.7,4.00%,0,2.7,2.7,0,2.7,,0,0.00%,0,100.00%,2.7,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m01kaofangMeow0303,,Facebook
2509091D4W6HCX,รอดำเนินการ,211048483227782,2025-09-08 23:34:43,,2025-09-08 06:16:35,KashiwaOutlet0.th,1387117323,Shopee Mall(CB),24889448082,KASHIWA รุ่น KW-112 เตาแก๊สปิคนิค เตาแก๊สพกพา เตาปิคนิค เตาแก๊ส มีตัวล็อกกระป๋องแก๊สเพื่อความปลอดภัย รับประกันศูนย์,237151078933,Normal Product,,เครื่องใช้ไฟฟ้าภายในบ้าน,เครื่องใช้ไฟฟ้าในครัว,"เตาฝัง, เตาแก็ส",294,1,คอมมิชชั่นจากร้านค้า,,211,,1.50%,3.165,4.00%,0,3.165,3.165,0,3.165,,0,0.00%,0,100.00%,3.165,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m56Fazzi0830,,Facebook
2509091D4U9WJG,รอดำเนินการ,211048481233760,2025-09-08 23:34:41,,2025-09-08 23:32:16,JJshop 888,347700833,Preferred(Non-CB),20273829574,"JJ shop 💜พร้อมส่ง ชุดบอดี้สูทลายลูกไม้เก๋ๆแต่งสายไขว้ข้างแอบเซ็กซี่ ""SS-5"" -H",137411523387,Normal Product,,เสื้อผ้าผู้หญิง,เสื้อ,บอดี้สูท,115,1,คอมมิชชั่นจากร้านค้า,,103,,1.50%,1.545,4.00%,4.12,5.665,1.545,4.12,5.665,,0,0.00%,0,100.00%,5.665,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,สั่งซื้อในร้านค้าเดียวกัน,ที่มีอยู่,2599adboostco,paris,mng,m01jjshop0803,,Facebook
2509091D3XP85R,รอดำเนินการ,211048451234752,2025-09-08 23:34:12,,2025-09-08 19:41:06,KPK888,296212293,C2C(Non-CB),7462939121,กางเกงขายาว กางเกงทำงาน4XL 5XL 6XL 7XL 8xl  9xl เอว28-48 ไซส์ใหญ่ ผ้ายืดเกาหลี กางเกงสาวอวบ สินค้าพร้อมส่ง.,61826287348,Normal Product,,เสื้อผ้าผู้หญิง,กางเกง,กางเกงขายาว,110,1,คอมมิชชั่นจาก Shopee,,93,,1.50%,1.395,0.00%,0,1.395,1.395,0,1.395,,0,0.00%,0,100.00%,1.395,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m01Tik0803,,Facebook
2509091D15Y550,รอดำเนินการ,211048358203074,2025-09-08 23:32:38,,2025-09-08 23:15:43,Plantnery Official,261911756,Shopee Mall(Non-CB),11512002829,Plantnery Aloe Vera Soothing Gel 280 ml เจลว่านหางจระเข้ อโล เวล่า ซูทติ้งเจล สกัดจากว่านหางจระเข้,35981661931,Normal Product,,ผลิตภัณฑ์บำรุงและเสริมความงาม,ผลิตภัณฑ์บำรุงบริเวณใบหน้า,มอยส์เจอร์ไรเซอร์บำรุงผิวหน้า,79,1,คอมมิชชั่นจากร้านค้า,,79,,1.75%,1.3825,7.00%,0,1.3825,1.3825,0,1.3825,,0,0.00%,0,100.00%,1.3825,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m01YPf0821,,Facebook
2509091CWA2ARP,รอดำเนินการ,211048228282232,2025-09-08 23:30:29,,2025-09-08 23:27:10,Mcwalk Sandals specialty store,1237390719,C2C(Non-CB),29584717541,MCWALK|รองเท้าแตะ|EVA|กันลื่นสูง|สำหรับห้องแล็บ|แห้งเร็ว|ปลอดภัย,224159623902,Normal Product,,รองเท้าผู้ชาย,รองเท้าแตะ,รองเท้าแตะแบบสวม,345,1,คอมมิชชั่นจากร้านค้า,,310,,1.75%,5.425,16.00%,0,5.425,5.425,0,5.425,,0,0.00%,0,100.00%,5.425,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m01Tik0803,,Facebook
2509091CVEBMN3,รอดำเนินการ,211048199227866,2025-09-08 23:29:59,,2025-09-08 14:30:59,Gold Fish Toys Shop,1487252801,Preferred(Non-CB),42600313876,🚚จัดส่ง 8 ชั่วโมง🚚ถุงมือทาครีม ทาโลชั่น ใช้ซ้ำได้ ใช้ทาแทนมือเพื่อให้ผิวได้เรียบเนียน สม่ำเสมอมากยิ่งขึ้น ไม่เลอะมือ,290263436503,Normal Product,,ผลิตภัณฑ์บำรุงและเสริมความงาม,เครื่องมือแต่งหน้า,อุปกรณ์แต่งหน้า,36,1,คอมมิชชั่นจากร้านค้า,,35,,1.75%,0.6125,7.00%,0,0.6125,0.6125,0,0.6125,,0,0.00%,0,100.00%,0.6125,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m01BMavk0821,,Facebook
2509091CT6UDSE,สำเร็จ,211048124242933,2025-09-08 23:28:45,2025-09-11 12:51:56,2025-09-08 16:36:43,Camping Squad Mr.X,1083218536,C2C(CB),24669774534,Shah Festival บอร์ดเตาแมงมุม IGT 0.5 ยูนิต พร้อมที่พักแขน อุปกรณ์เสริมโต๊ะ,245504418909,Normal Product,,กีฬาและกิจกรรมกลางแจ้ง,อุปกรณ์เล่นกีฬาและกิจกรรมกลางแจ้ง,อุปกรณ์ตั้งแคมป์และเดินป่า,639,1,คอมมิชชั่นจากร้านค้า,,488,,1.75%,8.54,4.00%,0,8.54,8.54,0,8.54,,0,0.00%,0,100.00%,8.54,สำเร็จ,,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m02Rooftop0706,,Facebook
2509091CR278BG,รอดำเนินการ,211048052284887,2025-09-08 23:27:33,,2025-09-08 20:09:11,owire Official store,296293942,Shopee Mall(Non-CB),42501107235,บลูทูธรถยนต์ เสียบช่อง Wireless Bluetooth Receiver 5.3 USB สำหรับฟังเพลงบนรถยนต์,248425878028,Normal Product,,รถยนต์ อะไหล่และอุปกรณ์เสริมรถยนต์,อุปกรณ์เสริมภายในรถยนต์,หัวชาร์จ USB และบลูทูธในรถยนต์,103,1,คอมมิชชั่นจากร้านค้า,,87,,1.75%,1.5225,7.00%,0,1.5225,1.5225,0,1.5225,,0,0.00%,0,100.00%,1.5225,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m02Rooftop0706,,Facebook
